,geometry,address
609,POINT (37.6286986 55.8192835),"3-я Новоостанкинская улица, Останкинский район, Москва, Центральный федеральный округ, 129515, Россия"
610,POINT (37.7182029 55.741358),"4-я Кабельная улица, район Лефортово, Москва, Центральный федеральный округ, 111024, Россия"
611,POINT (37.5488181 55.5214045),"3-я Железногорская улица, район Южное Бутово, Москва, Центральный федеральный округ, 117623, Россия"
612,POINT (37.5711519 55.8241291),"улица Немчинова, Тимирязевский район, Москва, Центральный федеральный округ, 127434, Россия"
613,POINT (37.7225507 55.8190727),"3-й проезд Подбельского, Богородское, район Богородское, Москва, Центральный федеральный округ, 107150, Россия"
614,POINT (37.605015 55.7964991),"3-й Стрелецкий проезд, район Марьина Роща, Москва, Центральный федеральный округ, 127018, Россия"
615,POINT (37.4413181 55.6704961),"Малая Очаковская улица, район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119361, Россия"
616,POINT (37.6743438 55.7085495),"3-й Кожуховский проезд, Южнопортовый район, Москва, Центральный федеральный округ, 115193, Россия"
617,POINT (37.6238046 55.7422096),"3-й Кадашёвский переулок, район Якиманка, Москва, Центральный федеральный округ, 115035, Россия"
618,POINT (37.3441178 55.8372905),"улица Зенитчиков, район Митино, Москва, Центральный федеральный округ, 125222, Россия"
619,POINT (49.9684679 53.1044703),"проезд Добролюбова, Заводской, Новокуйбышевск, городской округ Новокуйбышевск, Самарская область, Приволжский федеральный округ, 446205, Россия"
620,POINT (37.5389609 55.7999909),"Авиационный переулок, район Аэропорт, Москва, Центральный федеральный округ, 125167, Россия"
621,GEOMETRYCOLLECTION EMPTY,
622,POINT (37.7108153 55.7242412),"Автомобильный проезд, Нижегородский район, Москва, Центральный федеральный округ, 109052, Россия"
623,POINT (37.4474599 55.7262398),"улица Красных Зорь, Москва, Можайский район, Москва, Центральный федеральный округ, 121355, Россия"
624,GEOMETRYCOLLECTION EMPTY,
625,POINT (37.5759781 55.5065862),"улица Захарьинские Дворики, район Южное Бутово, Милицейский посёлок, Москва, Центральный федеральный округ, 142002, Россия"
626,POINT (37.4919784 55.7375317),"2-я Филёвская улица, район Филёвский Парк, Москва, Центральный федеральный округ, 121096, Россия"
627,GEOMETRYCOLLECTION EMPTY,
628,GEOMETRYCOLLECTION EMPTY,
629,POINT (37.6642251 55.7293932),"улица Крутицкий Вал, Южнопортовый район, Москва, Центральный федеральный округ, 109044, Россия"
630,GEOMETRYCOLLECTION EMPTY,
631,POINT (37.7076266 55.8041812),"Алымов переулок, Богородское, район Богородское, Москва, Центральный федеральный округ, 107258, Россия"
632,POINT (37.6834174 55.7874494),"2-я Сокольническая улица, Сокольники, Москва, район Сокольники, Москва, Центральный федеральный округ, 107014, Россия"
633,POINT (37.6453258 55.7636209),"улица Жуковского, Басманный район, Москва, Центральный федеральный округ, 101000, Россия"
634,POINT (37.6828636 55.7843876),"улица Жебрунова, Сокольники, Москва, район Сокольники, Москва, Центральный федеральный округ, 107014, Россия"
635,POINT (37.4272449 55.7318424),"улица Екатерины Будановой, Москва, район Кунцево, Москва, Центральный федеральный округ, 121351, Россия"
636,POINT (37.7099368 55.8152686),"Андреево-Забелинская улица, Богородское, район Богородское, Москва, Центральный федеральный округ, 107564, Россия"
637,POINT (37.6086555 55.794821),"2-я Ямская улица, район Марьина Роща, Москва, Центральный федеральный округ, 127018, Россия"
638,GEOMETRYCOLLECTION EMPTY,
639,POINT (37.709059 55.7988856),"2-я улица Бухвостова, район Преображенское, Москва, Центральный федеральный округ, 107076, Россия"
640,GEOMETRYCOLLECTION EMPTY,
641,POINT (37.6222789 55.6005695),"3-й Дорожный проезд, район Чертаново Южное, Москва, Центральный федеральный округ, 117535, Россия"
642,POINT (37.5728107 55.7398145),"7-й Ростовский переулок, 540, район Хамовники, Москва, Центральный федеральный округ, 119121, Россия"
643,POINT (29.9598082 59.8729217),"улица Знаменка, Знаменка, Петергоф, Санкт-Петербург, Северо-Западный федеральный округ, 198517, Россия"
644,POINT (37.5467964 55.5914724),"улица Инессы Арманд, район Ясенево, Москва, Центральный федеральный округ, 117463, Россия"
645,GEOMETRYCOLLECTION EMPTY,
646,POINT (37.5539892 55.9402953),"7-я Северная линия, 4-й микрорайон Северного (Москва), Северный, район Северный, Москва, Центральный федеральный округ, 127204, Россия"
647,POINT (37.3514358 55.659501),"7-я улица Лазенки, Ново-Переделкино, Москва, Центральный федеральный округ, 119619, Россия"
648,GEOMETRYCOLLECTION EMPTY,
649,GEOMETRYCOLLECTION EMPTY,
650,POINT (37.441286 55.7155663),"Гжатская улица, Москва, Можайский район, Москва, Центральный федеральный округ, 121471, Россия"
651,POINT (37.7272388 55.749305),"2-я улица Энтузиастов, ОАО «Компрессор», район Перово, Москва, Центральный федеральный округ, 111024, Россия"
652,GEOMETRYCOLLECTION EMPTY,
653,POINT (37.6052604 55.801034),"8-й проезд Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 127521, Россия"
654,POINT (37.7412446 55.7683227),"8-я улица Соколиной Горы, район Соколиная Гора, Москва, Центральный федеральный округ, 105275, Россия"
655,GEOMETRYCOLLECTION EMPTY,
656,GEOMETRYCOLLECTION EMPTY,
657,POINT (37.6190729 55.7975193),"2-я улица Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 129594, Россия"
658,GEOMETRYCOLLECTION EMPTY,
659,GEOMETRYCOLLECTION EMPTY,
660,POINT (37.5684445 55.5740005),"улица Знаменские Садки, район Северное Бутово, Москва, Центральный федеральный округ, 117628, Россия"
661,GEOMETRYCOLLECTION EMPTY,
662,POINT (37.5795175 55.5441772),"Большая Бутовская улица, район Южное Бутово, Москва, Центральный федеральный округ, 117623, Россия"
663,POINT (37.4188974 55.8333986),"1-й Тушинский проезд, Микрорайон №13, район Покровское-Стрешнево, Москва, Центральный федеральный округ, 125371, Россия"
664,POINT (37.6745363 55.7364689),"Брошевский переулок, Таганский район, Москва, Центральный федеральный округ, 109147, Россия"
665,POINT (37.6937264 55.7914531),"1-я Боевская улица, Сокольники, Москва, район Сокольники, Москва, Центральный федеральный округ, 107076, Россия"
666,POINT (37.6656232 55.8315255),"Будайская улица, Ростокино, Москва, район Ростокино, Москва, Центральный федеральный округ, 129128, Россия"
667,POINT (37.5361478 55.8009594),"1-я Аэропортовская улица, район Аэропорт, Москва, Центральный федеральный округ, 125319, Россия"
668,POINT (37.6661987 55.8351276),"Будайский проезд, Ростокино, Москва, район Ростокино, Москва, Центральный федеральный округ, 129128, Россия"
669,POINT (37.6381709 55.7746537),"1-й Коптельский переулок, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия"
670,POINT (37.6167398 55.7369847),"Бродников переулок, район Якиманка, Москва, Центральный федеральный округ, 119180, Россия"
671,POINT (37.3516905 55.837355),"Волоцкой переулок, район Митино, Москва, Центральный федеральный округ, 125222, Россия"
672,POINT (37.2648563 55.6477264),"Киевская улица, Внуково, поселение Внуковское, Москва, Центральный федеральный округ, 142750, Россия"
673,POINT (37.645867 55.7442015),"1-й Котельнический переулок, Таганский район, Москва, Центральный федеральный округ, 109240, Россия"
674,POINT (37.707069 55.797017),"улица Атарбекова, район Преображенское, Москва, Центральный федеральный округ, 107076, Россия"
675,POINT (37.737327 55.7014703),"улица Артюхиной, район Текстильщики, Москва, Центральный федеральный округ, 109390, Россия"
676,POINT (37.5007698 55.6438321),"улица Академика Опарина, Обручевский район, Москва, Центральный федеральный округ, 117513, Россия"
677,GEOMETRYCOLLECTION EMPTY,
678,POINT (37.6222746 55.7945647),"1-й проезд Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 129594, Россия"
679,GEOMETRYCOLLECTION EMPTY,
680,POINT (37.6591378 55.7047917),"1-й Кожуховский проезд, Даниловский район, Москва, Центральный федеральный округ, 115432, Россия"
681,POINT (37.6384466 55.7785876),"Ботанический переулок, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия"
682,POINT (37.6203475 55.7123059),"Bô, 74, Мытная улица, Даниловский район, Москва, Центральный федеральный округ, 113093, Россия"
683,POINT (37.599517 55.7414223),"1-й Зачатьевский переулок, 33, район Хамовники, Москва, Центральный федеральный округ, 119034, Россия"
684,POINT (37.7329816 55.7781703),"1-й Кирпичный переулок, район Соколиная Гора, Москва, Центральный федеральный округ, 105118, Россия"
685,POINT (37.6018539 55.7702195),"Воротниковский переулок, 49, Тверской район, Москва, Центральный федеральный округ, 127006, Россия"
686,GEOMETRYCOLLECTION EMPTY,
687,POINT (37.7255411 55.7808958),"улица Благуша, район Соколиная Гора, Москва, Центральный федеральный округ, 105318, Россия"
688,GEOMETRYCOLLECTION EMPTY,
689,POINT (37.6473114 55.727018),"1-й Кожевнический переулок, Даниловский район, Москва, Центральный федеральный округ, 115114, Россия"
690,GEOMETRYCOLLECTION EMPTY,
691,GEOMETRYCOLLECTION EMPTY,
692,POINT (37.7163908 55.7690739),"Боровая улица, район Лефортово, Москва, Центральный федеральный округ, 111020, Россия"
693,POINT (37.3908003 55.6548821),"Боровский проезд, район Солнцево, Москва, Центральный федеральный округ, 119619, Россия"
694,POINT (37.6521392 55.7442385),"улица Высоцкого, Таганский район, Москва, Центральный федеральный округ, 109240, Россия"
695,POINT (37.5075093 55.6871847),"Боровское шоссе, район Раменки, Москва, Центральный федеральный округ, 119331, Россия"
696,GEOMETRYCOLLECTION EMPTY,
697,POINT (37.88769 55.7186579),"улица Медведева, Кожухово, район Косино-Ухтомский, Москва, Центральный федеральный округ, 125009, Россия"
698,POINT (37.5965689 55.8301186),"улица Академика Комарова, район Марфино, Москва, Центральный федеральный округ, 127276, Россия"
699,POINT (37.4660437 55.7976619),"улица Максимова, Октябрьское Поле, район Щукино, Москва, Центральный федеральный округ, 123098, Россия"
700,POINT (37.3949031 55.7399597),"улица Академика Павлова, Кунцево, Москва, район Кунцево, Москва, Центральный федеральный округ, 121359, Россия"
701,POINT (37.6276799 55.7324285),"1-й Монетчиковский переулок, район Замоскворечье, Москва, Центральный федеральный округ, 115054, Россия"
702,POINT (37.5385286 55.7327443),"1-й Сетуньский проезд, Сетунь, район Раменки, Москва, Центральный федеральный округ, 121357, Россия"
703,POINT (37.8056308 55.7477237),"улица Алексея Дикого, район Новогиреево, Москва, Центральный федеральный округ, 111396, Россия"
704,POINT (37.5054555 55.5422517),"улица Академика Семёнова, район Южное Бутово, Москва, Центральный федеральный округ, 117041, Россия"
705,GEOMETRYCOLLECTION EMPTY,
706,POINT (37.6474053 55.8320438),"1-й Сельскохозяйственный проезд, Ростокино, Москва, район Ростокино, Москва, Центральный федеральный округ, 129226, Россия"
707,POINT (37.5527995 55.7597194),"улица Анатолия Живова, Пресненский район, Москва, Центральный федеральный округ, 123100, Россия"
708,POINT (37.5739385 55.7786669),"Верхняя улица, район Беговой, Москва, Центральный федеральный округ, 125040, Россия"
709,POINT (37.5823116 55.7485795),"1-й Николощеповский переулок, район Арбат, Москва, Центральный федеральный округ, 121099, Россия"
710,POINT (37.7687394 55.8252068),"Вербная улица, район Метрогородок, Москва, Центральный федеральный округ, 107143, Россия"
711,POINT (37.6564122 55.8093658),"1-й Рижский переулок, Алексеевский район, Москва, Центральный федеральный округ, 129626, Россия"
712,POINT (37.6024748 55.7431835),"1-й Обыденский переулок, 33, район Хамовники, Москва, Центральный федеральный округ, 119034, Россия"
713,POINT (37.6799671 55.7504758),"Верхний Золоторожский переулок, район Лефортово, Москва, Центральный федеральный округ, 111033, Россия"
714,GEOMETRYCOLLECTION EMPTY,
715,POINT (37.7349731 55.7117851),"1-й Саратовский проезд, район Текстильщики, Москва, Центральный федеральный округ, 109125, Россия"
716,POINT (37.5117511 55.7700593),"1-й Силикатный проезд, район Хорошёво-Мнёвники, Москва, Центральный федеральный округ, 123007, Россия"
717,POINT (37.5188926 55.7665649),"1-й Магистральный тупик, Хорошёвский район, Москва, Центральный федеральный округ, 123290, Россия"
718,GEOMETRYCOLLECTION EMPTY,
719,GEOMETRYCOLLECTION EMPTY,
720,POINT (37.6997994 55.7639734),"1-й Краснокурсантский проезд, район Лефортово, Москва, Центральный федеральный округ, 111250, Россия"
721,POINT (37.5355374 55.898257),"Вагоноремонтная улица, Дмитровский, Москва, Дмитровский район, Москва, Центральный федеральный округ, 127411, Россия"
722,POINT (37.607507 55.7198386),"улица Академика Петровского, Донской район, Москва, Центральный федеральный округ, 115419, Россия"
723,POINT (37.6996974 55.6564327),"1-й Курьяновский проезд, район Печатники, Москва, Центральный федеральный округ, 109235, Россия"
724,GEOMETRYCOLLECTION EMPTY,
725,POINT (37.4933592 55.6997099),"Винницкая улица, посёлок Матвеевское, район Раменки, Москва, Центральный федеральный округ, 119192, Россия"
726,POINT (37.6571972 55.7974054),"1-й Лучевой просек, Москва, район Сокольники, Москва, Центральный федеральный округ, 107113, Россия"
727,POINT (37.6262398 55.7632952),"Варсонофьевский переулок, Мещанский район, Москва, Центральный федеральный округ, 107031, Россия"
728,GEOMETRYCOLLECTION EMPTY,
729,GEOMETRYCOLLECTION EMPTY,
730,POINT (37.6213222 55.7277208),"1-й Люсиновский переулок, район Замоскворечье, Москва, Центральный федеральный округ, 119049, Россия"
731,POINT (37.614869 55.7334048),"1-й Спасоналивковский переулок, район Якиманка, Москва, Центральный федеральный округ, 119049, Россия"
732,POINT (37.4993128 55.5338819),"улица Академика Понтрягина, район Южное Бутово, Москва, Центральный федеральный округ, 108801, Россия"
733,GEOMETRYCOLLECTION EMPTY,
734,POINT (37.6022513 55.7384051),"Бутиковский переулок, район Хамовники, Москва, Центральный федеральный округ, 119034, Россия"
735,POINT (37.6451504 55.7551554),"Большой Трёхсвятительский переулок, Ивановская горка, Басманный район, Москва, Центральный федеральный округ, 109028, Россия"
736,GEOMETRYCOLLECTION EMPTY,
737,POINT (37.708323 55.8085062),"1-я Гражданская улица, Богородское, район Богородское, Москва, Центральный федеральный округ, 107564, Россия"
738,GEOMETRYCOLLECTION EMPTY,
739,POINT (37.6032508 55.7489886),"Большой Знаменский переулок, 35, район Арбат, Москва, Центральный федеральный округ, 119019, Россия"
740,POINT (37.6256164 55.7362434),"улица Малая Ордынка, район Замоскворечье, Москва, Центральный федеральный округ, 119017, Россия"
741,POINT (37.6552091 55.7601),"Большой Казённый переулок, Ивановская горка, Басманный район, Москва, Центральный федеральный округ, 105064, Россия"
742,POINT (37.4025874 55.7153184),"Вяземская улица, Сетунь, Можайский, Москва, Можайский район, Москва, Центральный федеральный округ, 121596, Россия"
743,POINT (37.6536157 55.7368904),"улица Малые Каменщики, Таганский район, Москва, Центральный федеральный округ, 115172, Россия"
744,POINT (37.3600652 55.6560886),"1-я Чоботовская аллея, Ново-Переделкино, Москва, Центральный федеральный округ, 119619, Россия"
745,GEOMETRYCOLLECTION EMPTY,
746,POINT (37.6258994 55.7647957),"Большой Кисельный переулок, Мещанский район, Москва, Центральный федеральный округ, 107031, Россия"
747,POINT (37.7314849 55.7949687),"1-я Пугачёвская улица, район Преображенское, Москва, Центральный федеральный округ, 107553, Россия"
748,POINT (37.6119041 55.7377224),"1-й Голутвинский переулок, район Якиманка, Москва, Центральный федеральный округ, 119180, Россия"
749,POINT (37.5183457 55.6454808),"Дом книги, 18 к1, улица Миклухо-Маклая, район Коньково, Москва, Центральный федеральный округ, 117437, Россия"
750,POINT (37.6941933 55.8809739),"1-я Напрудная улица, Лосиноостровский район, Москва, Центральный федеральный округ, 129346, Россия"
751,POINT (37.4886214 55.7943732),"улица Маршала Мерецкова, район Щукино, Москва, Центральный федеральный округ, 123060, Россия"
752,POINT (37.7916942 55.7236334),"1-й Вешняковский проезд, Рязанский район, Москва, Центральный федеральный округ, 109456, Россия"
753,POINT (37.4373152 55.7816209),"1-я линия Хорошёвского Серебряного Бора, район Хорошёво-Мнёвники, Москва, Центральный федеральный округ, 123103, Россия"
754,POINT (37.7529795 55.7117918),"улица Васильцовский Стан, Рязанский район, Москва, Центральный федеральный округ, 109125, Россия"
755,POINT (37.635026 55.8467046),"1-й Ботанический проезд, Свиблово, район Свиблово, Москва, Центральный федеральный округ, 129323, Россия"
756,POINT (65.621869 55.4718364),"Полевая улица, микрорайон Лесная усадьба, Колташево, Колташевский сельсовет, Кетовский район, Курганская область, Уральский федеральный округ, Россия"
757,GEOMETRYCOLLECTION EMPTY,
758,POINT (37.4240561 55.7233834),"Гвардейская улица, Можайский, Москва, Можайский район, Москва, Центральный федеральный округ, 121471, Россия"
759,POINT (37.8054255 55.7971465),"11-я Парковая улица, район Восточное Измайлово, Москва, Центральный федеральный округ, 105077, Россия"
760,POINT (37.7450734 55.7602505),"Гаражная улица, район Соколиная Гора, Москва, Центральный федеральный округ, 105275, Россия"
761,POINT (30.976992 54.2935998),"Погодинская улица, Горки, Горецкий район, Могилёвская область, 213407, Беларусь"
762,GEOMETRYCOLLECTION EMPTY,
763,GEOMETRYCOLLECTION EMPTY,
764,POINT (37.6267052 55.6938269),"Новоданиловская набережная, Донской район, Москва, Центральный федеральный округ, 117105, Россия"
765,POINT (37.6848638 55.8109298),"Большая Ширяевская улица, Москва, район Сокольники, Москва, Центральный федеральный округ, 107014, Россия"
766,POINT (37.5186275 55.8097823),"1-й Балтийский переулок, район Аэропорт, Москва, Центральный федеральный округ, 125315, Россия"
767,POINT (37.6634419 55.7709244),"1-й Басманный переулок, Басманный район, Москва, Центральный федеральный округ, 178855, Россия"
768,POINT (37.5886058 55.6430094),"Большая Юшуньская улица, район Зюзино, Москва, Центральный федеральный округ, 117303, Россия"
769,POINT (37.5971883 55.7510351),"Большой Афанасьевский переулок, 35, район Арбат, Москва, Центральный федеральный округ, 119019, Россия"
770,POINT (37.7314217 55.7287949),"Газгольдерная улица, Нижегородский район, Москва, Центральный федеральный округ, 109391, Россия"
771,GEOMETRYCOLLECTION EMPTY,
772,POINT (37.4681775 55.8021218),"улица Маршала Новикова, район Щукино, Москва, Центральный федеральный округ, 123098, Россия"
773,POINT (37.5584796 55.7463152),"улица Можайский Вал, район Дорогомилово, Москва, Центральный федеральный округ, 121059, Россия"
774,POINT (37.4598415 55.8130049),"Врачебный проезд, район Покровское-Стрешнево, Москва, Центральный федеральный округ, 125367, Россия"
775,POINT (37.3952216 55.6527782),"улица Богданова, район Солнцево, Москва, Центральный федеральный округ, 119620, Россия"
776,POINT (37.673083 55.6349929),"улица Медиков, район Царицыно, Москва, Центральный федеральный округ, 115304, Россия"
777,GEOMETRYCOLLECTION EMPTY,
778,POINT (37.7327453 55.7732992),"улица Бориса Жигулёнкова, район Соколиная Гора, Москва, Центральный федеральный округ, 105679, Россия"
779,POINT (37.6307557 55.7280854),"Большой Строченовский переулок, район Замоскворечье, Москва, Центральный федеральный округ, 115054, Россия"
780,POINT (37.6967626 55.7749486),"улица Новая Дорога, Басманный район, Москва, Центральный федеральный округ, 125635, Россия"
781,POINT (37.5765155 55.500158),"улица Брусилова, район Южное Бутово, Милицейский посёлок, Москва, Центральный федеральный округ, 117623, Россия"
782,POINT (37.67539 55.7295002),"Большой Симоновский переулок, Таганский район, Москва, Центральный федеральный округ, 109316, Россия"
783,GEOMETRYCOLLECTION EMPTY,
784,POINT (37.5904659 55.7504695),"Большой Николопесковский переулок, район Арбат, Москва, Центральный федеральный округ, 119002, Россия"
785,POINT (37.7561281 55.7360917),"1-я Карачаровская улица, Карачарово, Нижегородский район, Москва, Центральный федеральный округ, 109202, Россия"
786,POINT (37.5664556 55.7601512),"Большой Предтеченский переулок, Пресненский район, Москва, Центральный федеральный округ, 123022, Россия"
787,POINT (37.6626169 55.7522456),"Большой Полуярославский переулок, Таганский район, Москва, Центральный федеральный округ, 105120, Россия"
788,POINT (37.5131853 55.5425272),"улица Бунинская Аллея, район Южное Бутово, Москва, Центральный федеральный округ, 117041, Россия"
789,POINT (37.6303343 55.7348773),"1-й Новокузнецкий переулок, район Замоскворечье, Москва, Центральный федеральный округ, 115184, Россия"
790,POINT (37.6277465 55.7797544),"Выползов переулок, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия"
791,POINT (37.6494653 55.6786018),"Высокая улица, район Нагатино-Садовники, Москва, Центральный федеральный округ, 115533, Россия"
792,POINT (37.5956838 55.7796348),"1-я Миусская улица, Тверской район, Москва, Центральный федеральный округ, 125047, Россия"
